NOC,Best_Params,CV_MSE,CV_RMSE,Train_MSE,Train_RMSE,Train_R2
CAF,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
CAM,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
CAN,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",55.20962158550661,7.430317731127426,8.566397648874312e-06,0.00292684089913926,0.9999999057837415
CAY,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
CGO,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
CHA,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
CHI,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 0.8}",1.7405411821384855,1.3192957144395208,4.206425952403225e-06,0.0020509573258366996,0.9999963455484938
CHN,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}",199.7936776567408,14.134839145060718,0.34421552202347255,0.5866988341759958,0.9997266356561039
CIV,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 0.8}",0.4259739288996746,0.6526667824393046,1.5869840419901375e-06,0.0012597555485053984,0.9999955366073819
CMR,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",0.2983233566022424,0.5461898539905721,1.6168799798690168e-10,1.2715659557683262e-05,0.9999999993101312
COD,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
COK,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
COL,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",4.290323788141018,2.0713096794398025,4.1570137844013455e-08,0.00020388756176876866,0.9999999937515693
COM,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
CPV,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",0.21396808613193574,0.462566845041812,3.833885370965849e-06,0.0019580309933619152,0.9999649473337512
CRC,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",0.9633795291713012,0.9815189907339038,0.005514945265371642,0.07426267747241302,0.9814672188175302
CRO,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",4.288150363443054,2.0707849631101376,0.000233684441658856,0.015286740714058573,0.9999649473337512
CUB,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",31.78316160828557,5.637655683729326,0.03232588389301549,0.17979400405190238,0.9997328898378725
CYP,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",0.3435749524194426,0.586152669890228,0.022479107572814423,0.1499303424021116,0.8381504254757361
CZE,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}",13.38662851066739,3.658774181425712,0.01626343309021993,0.12752816587021054,0.9961733098611247
DEN,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",12.777326047930373,3.5745385783245327,2.2075130852715767e-07,0.0004698417909543144,0.9999999857518519
DJI,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",0.13293606771715188,0.36460398752228684,0.0034359865200666757,0.058617288576551164,0.9618223719992591
DMA,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 1.0}",0.201709855620079,0.4491212037079512,0.0023079236826806927,0.04804085430839769,0.9788989834726337
DOM,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",0.8563870767331281,0.9254118416862451,1.8993896842508607e-16,1.3781834726373918e-08,0.9999999999999999
ECU,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",2.1577065583529422,1.4689133937550376,0.07712441030765883,0.27771281984751595,0.9585213255488222
EGY,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",2.585471477546231,1.607940134938559,0.21464667771902554,0.46329977090327334,0.948973798445663
ERI,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",0.10623336184751583,0.3259345975000442,1.5045176463031157e-10,1.226587806193717e-05,0.9999999987713106
ESA,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
ESP,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",7.7463625053639875,2.7832287914154645,0.0014149035978129254,0.03761520434362846,0.9999785651844911
EST,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}",2.762640247389381,1.6621192037243842,7.250016574284163e-06,0.0026925854813327956,0.9999983476706412
ETH,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",3.1199983706147405,1.7663517120366319,0.042999992037576935,0.20736439433416948,0.9941221153047055
FIJ,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",0.4,0.6324555320336759,2.1513018966387546e-16,1.466731705745381e-08,0.9999999999999993
FIN,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",66.33448340157429,8.144598418680586,0.6031973937531931,0.7766578356993465,0.9945899103475209
FRA,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",181.71654818996905,13.480228046660377,1.144806282875076,1.0699562060547507,0.997084158032136
FSM,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
GAB,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}",0.10279875809597869,0.32062245413566826,6.137779785301325e-08,0.0002477454295300183,0.9999991965088281
GAM,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
GBR,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}",771.3204199151053,27.77265597516927,3.7978731894678153,1.948813277219707,0.9950354801418471
GBS,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
GEO,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",2.118012734263936,1.4553393879999044,3.814748471642059e-06,0.0019531381086963766,0.9999988644469666
GEQ,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
GER,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",586.595575119286,24.219735240486962,0.06016004385629468,0.24527544487024108,0.9999311834684652
GHA,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",0.05,0.22360679774997896,2.03462452962065e-16,1.4264026533979282e-08,0.9999999999999966
GRE,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 1.0}",66.98234372864425,8.18427417237743,0.003500446606781818,0.059164572226813386,0.9999536303974152
GRN,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",0.30892899008742625,0.5558138088311825,2.1607588307688817e-16,1.4699519824704757e-08,0.9999999999999994
GUA,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",0.1974469327563869,0.44435001154088755,2.3498433644431766e-10,1.5329198819387713e-05,0.9999999991064411
GUI,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
GUM,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
GUY,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",0.10492909743397509,0.32392761141028886,0.005580558874220975,0.07470313831574263,0.8880787914670126
HAI,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",0.1,0.31622776601683794,1.8226068803222971e-16,1.3500395847242026e-08,0.9999999999999981
HKG,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}",3.075953853040134,1.753839745541232,1.2193122213561076e-05,0.0034918651482497252,0.9999951880979328
HON,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
HUN,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",54.14092527990456,7.358051731260426,0.034347781561423096,0.18533154497123014,0.9996544017480241
INA,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",2.4214917593859377,1.5561143143695895,1.609194026494416e-05,0.004011476070593487,0.9999968871681817
IND,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",4.007576079333667,2.001893123853935,0.13186111273665235,0.3631268548822193,0.9620527406513508
IRI,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",6.681939147623446,2.5849447088136035,0.0001982178416975988,0.01407898581921293,0.9999833666571705
IRL,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",4.167271298549773,2.041389550906385,6.99336988831287e-06,0.0026444980408979074,0.9999983122752414
IRQ,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",0.06946443558369421,0.2635610661378008,0.0029206271671823555,0.05404282715756417,0.9501546296800878
ISL,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",0.3319983908915932,0.5761930153096211,0.0073094110105156864,0.0854950934879639,0.9491226523083842
ISR,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 0.8}",3.315736741524924,1.8209164564924234,0.002144217459872374,0.04630569576059056,0.9993319937913474
ISV,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",0.09909120891772197,0.31478756156767373,4.679389204723086e-11,6.840606116948326e-06,0.9999999992944921
ITA,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",125.73712682621715,11.21325674486307,1.0365430136587914,1.018107564876517,0.9926052452294174
IVB,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
JAM,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 1.0}",6.273225703823028,2.504640833297866,0.001603564319244588,0.040044529204931206,0.9998923201787114
JOR,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 1.0}",0.20000000731401674,0.4472136036772772,1.9520617598952532e-16,1.3971620378092347e-08,0.9999999999999994
JPN,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",145.95914392939798,12.08135521907199,0.0017969399973989518,0.042390329055091706,0.9999911140329799
KAZ,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 1.0}",6.2863319907793365,2.507255868629952,1.9306285042275835e-07,0.0004393891787729397,0.9999999800709316
KEN,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 1.0}",20.79783369947167,4.560464197806148,0.06706628158457341,0.2589715845118406,0.9967775960800205
KGZ,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",4.381301567171083,2.093155886973324,7.0484289029706415e-06,0.0026548877382990494,0.9999983354263845
KIR,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
KOR,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",32.06053449510591,5.6622022654710875,0.032513825584116064,0.1803159049671328,0.9998085362939472
KSA,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",0.28606346196170407,0.5348490085638227,1.2859558032115073e-05,0.00358602259224828,0.9999649473337512
KUW,"{'learning_rate': 0.1, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 0.8}",0.17353310161989316,0.41657304475913126,2.6694996264205363e-07,0.0005166720068303039,0.9999984144790097
LAO,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
LAT,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 200, 'subsample': 0.8}",1.9432701766611788,1.3940122584328944,0.0007011788546470994,0.026479781997726104,0.9996050025785488
LBA,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
LBR,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
LCA,"{'learning_rate': 0.05, 'max_depth': 3, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",0.8520933722676768,0.9230890381039506,0.04423569001037504,0.21032282332256536,0.898889851404857
LES,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
LIB,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 2, 'n_estimators': 100, 'subsample': 0.8}",0.40650692874920963,0.6375789588350682,0.015274700177921952,0.12359085798683474,0.9486699028904716
LIE,"{'learning_rate': 0.1, 'max_depth': 3, 'min_samples_leaf': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.0,-0.0,0.0,0.0,1.0
LTU,"{'learning_rate': 0.05, 'max_depth': 4, 'min_samples_leaf': 1, 'n_estimators': 200, 'subsample': 0.8}",1.8934014647515582,1.3760092531489598,7.81854596442589e-06,0.002796166297705823,0.9999978596288197
